id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
2534,WN,1739,OAK,LAS,3,465,85,1
2535,WN,1933,MDW,CMH,3,465,70,0
2536,WN,2022,FLL,LAS,3,465,340,0
2537,WN,20,BWI,HOU,3,465,225,1
2538,WN,237,PDX,RNO,3,465,80,0
2539,WN,2526,BUR,OAK,3,465,75,0
2540,WN,3070,PHL,MHT,3,465,75,0
2541,WN,3420,PHX,LAS,3,465,65,0
2542,WN,3421,ORF,BWI,3,465,55,1
2543,WN,3485,BNA,MCO,3,465,110,1
2544,WN,3596,RSW,MCO,3,465,45,0
2545,WN,399,LAS,SNA,3,465,60,0
2546,WN,512,SAN,LAS,3,465,70,1
2547,WN,627,MCO,ISP,3,465,145,1
2548,WN,703,TUL,DEN,3,465,110,0
2549,WN,792,BNA,JAX,3,465,85,1
2550,WN,812,BWI,PVD,3,465,70,0
2551,WN,859,TPA,MDW,3,465,165,1
2552,WN,971,ONT,SJC,3,465,70,0
2553,XE,2541,CLE,CLT,3,465,88,0
2554,XE,3059,IAH,MOB,3,465,76,0
2555,YV,2854,FLG,PHX,3,465,71,0
2556,OO,6489,SFO,CIC,3,466,55,1
2557,UA,20,SMF,DEN,3,466,153,0
2558,YV,7254,ORD,SAV,3,466,120,0
2559,YV,7283,SAT,ORD,3,466,160,0
2560,UA,743,PIT,DEN,3,467,228,1
2561,US,1640,CLT,EWR,3,468,102,1
2562,B6,305,IAD,FLL,3,469,156,1
2563,DL,2813,GRR,MSP,3,469,101,0
2564,AA,1077,DFW,SFO,3,470,230,1
2565,AA,1347,SAT,DFW,3,470,70,0
2566,AA,1839,DFW,SAT,3,470,60,0
2567,AA,863,DFW,MIA,3,470,165,1
2568,AS,522,SEA,BUR,3,470,145,0
2569,AS,61,SEA,JNU,3,470,156,0
2570,B6,1795,DCA,FLL,3,470,151,1
2571,B6,37,JFK,TPA,3,470,176,0
2572,B6,592,MCO,HPN,3,470,152,0
2573,CO,282,IAH,BOS,3,470,218,0
2574,CO,408,IAH,EWR,3,470,206,0
2575,CO,440,SLC,IAH,3,470,178,0
2576,DL,16,LAX,ATL,3,470,251,1
2577,DL,1868,LAX,MSP,3,470,221,0
2578,DL,1904,FLL,DTW,3,470,185,1
2579,DL,2753,LGA,TPA,3,470,188,0
2580,F9,326,MKE,BOS,3,470,133,0
2581,F9,572,SLC,DEN,3,470,82,1
2582,MQ,2765,DFW,DSM,3,470,110,0
2583,MQ,3011,LAX,FAT,3,470,60,1
2584,MQ,3771,ORD,IAH,3,470,165,1
2585,MQ,3967,ORD,OMA,3,470,95,1
2586,MQ,4285,ORD,CLT,3,470,115,0
2587,OO,3045,MKE,PIT,3,470,86,1
2588,OO,4795,BZN,SLC,3,470,75,0
2589,OO,6379,LAX,SBP,3,470,61,0
2590,OO,6606,EGE,DEN,3,470,53,0
2591,OO,7759,SLC,EKO,3,470,65,1
2592,UA,365,DTW,ORD,3,470,85,0
2593,UA,368,MSY,IAD,3,470,145,0
2594,UA,916,SEA,IAD,3,470,296,0
2595,US,1747,PHL,LAS,3,470,342,0
2596,US,1885,PHL,FLL,3,470,180,0
2597,US,1894,PBI,PHL,3,470,156,0
2598,US,335,LAX,PHX,3,470,88,0
2599,US,801,CLT,MCO,3,470,97,0
2600,US,97,PHL,PIT,3,470,81,0
2601,US,981,PHL,DEN,3,470,264,0
2602,WN,1031,SAN,SMF,3,470,100,0
2603,WN,1091,ELP,LAS,3,470,115,1
2604,WN,1185,MSY,LAS,3,470,240,0
2605,WN,1265,SDF,MDW,3,470,75,0
2606,WN,1383,PDX,GEG,3,470,60,0
2607,WN,1938,OAK,ONT,3,470,75,0
2608,WN,2175,ALB,MCO,3,470,195,0
2609,WN,2205,SAN,OAK,3,470,85,0
2610,WN,250,MCO,STL,3,470,155,1
2611,WN,2543,MDW,DTW,3,470,70,0
2612,WN,367,BNA,ECP,3,470,80,0
2613,WN,3773,LAS,PHX,3,470,70,1
2614,WN,697,AUS,LAS,3,470,185,1
2615,WN,711,SAT,LAS,3,470,175,0
2616,XE,2268,IAH,LFT,3,470,72,0
2617,XE,3032,IAH,CLT,3,470,144,1
2618,YV,2651,DSM,PHX,3,470,205,0
2619,OO,6669,GUC,DEN,3,471,50,0
2620,UA,72,HNL,SFO,3,471,322,0
2621,UA,914,SFO,IAD,3,471,303,0
2622,OO,7029,SFO,SLC,3,473,107,0
2623,UA,848,SJC,DEN,3,473,164,0
2624,OO,7797,SLC,SUN,3,474,72,1
2625,9E,3999,PHF,ATL,3,475,132,1
2626,9E,4085,JFK,BUF,3,475,104,0
2627,AA,1099,IND,DFW,3,475,150,0
2628,AA,1137,ORD,MSY,3,475,140,0
2629,AA,1140,DFW,ATL,3,475,125,0
2630,AA,1430,DFW,TPA,3,475,135,0
2631,AA,1765,IAD,SJU,3,475,230,1
2632,AA,1775,RSW,DFW,3,475,185,1
2633,AA,1871,PBI,DFW,3,475,190,0
2634,AA,2043,MCI,DFW,3,475,110,0
2635,AA,2328,DFW,ORD,3,475,140,1
2636,AA,2411,DFW,LAX,3,475,205,1
2637,AA,33,JFK,LAX,3,475,380,0
2638,B6,1061,JFK,AUS,3,475,257,0
2639,B6,733,BOS,SJU,3,475,237,0
2640,CO,347,ORD,IAH,3,475,155,0
2641,CO,706,IAH,TPA,3,475,120,1
2642,DL,1492,PHX,MSP,3,475,184,1
2643,DL,2194,PBI,ATL,3,475,121,0
2644,DL,2232,ORD,MSP,3,475,94,1
2645,DL,2376,SNA,MSP,3,475,220,0
2646,DL,325,IND,DTW,3,475,81,0
2647,EV,5071,ATL,HSV,3,475,58,0
2648,EV,5575,ILM,ATL,3,475,97,1
2649,MQ,2719,DFW,TYS,3,475,115,0
2650,MQ,2748,DFW,GSP,3,475,125,0
2651,MQ,2833,DFW,CID,3,475,115,0
2652,MQ,3016,SAN,LAX,3,475,40,0
2653,MQ,3204,DFW,SHV,3,475,55,0
2654,MQ,3381,DFW,JAN,3,475,80,1
2655,MQ,3799,ABQ,ORD,3,475,160,0
2656,MQ,3867,DTW,ORD,3,475,95,0
2657,MQ,3905,DAY,ORD,3,475,80,0
2658,MQ,4256,ORD,CHA,3,475,95,0
2659,MQ,4495,BOS,LGA,3,475,80,0
2660,MQ,4535,CMH,LGA,3,475,105,1
2661,OH,6404,DCA,BOS,3,475,93,0
2662,OO,3110,MKE,CAK,3,475,78,0
2663,OO,6625,DEN,BZN,3,475,110,0
2664,UA,311,EWR,DEN,3,475,279,0
2665,UA,374,MSP,ORD,3,475,85,0
2666,UA,865,BOS,ORD,3,475,171,0
2667,US,162,CLT,SAN,3,475,317,0
2668,US,1694,TPA,PHL,3,475,148,0
2669,US,1746,MCO,PHL,3,475,142,0
2670,US,1785,BNA,CLT,3,475,75,0
2671,US,1852,CLT,BWI,3,475,81,0
2672,US,1982,CLT,BOS,3,475,123,0
2673,US,407,PHL,ORD,3,475,152,0
2674,WN,1092,STL,HOU,3,475,135,0
2675,WN,1218,LAS,OAK,3,475,90,1
2676,WN,1264,BUR,LAS,3,475,60,0
2677,WN,1357,ONT,LAS,3,475,60,0
2678,WN,168,AUS,SJC,3,475,235,0
2679,WN,1838,SMF,PDX,3,475,100,0
2680,WN,195,MDW,STL,3,475,70,0
2681,WN,201,HOU,MCO,3,475,125,1
2682,WN,2,DAL,MAF,3,475,75,1
2683,WN,3238,MDW,LGA,3,475,150,0
2684,WN,339,SEA,OAK,3,475,125,1
2685,WN,3567,AUS,DAL,3,475,55,0
2686,WN,682,DEN,PHX,3,475,125,0
2687,WN,685,STL,MDW,3,475,60,1
2688,WN,821,LAX,LAS,3,475,60,1
2689,XE,2469,IAH,CRP,3,475,65,0
2690,XE,2612,IAH,CVG,3,475,135,0
2691,XE,2891,IAH,JAN,3,475,74,0
2692,YV,2853,YUM,PHX,3,475,68,0
2693,OO,6343,SFO,SNA,3,476,91,1
2694,B6,345,JFK,SRQ,3,477,183,0
2695,OH,6454,CVG,DCA,3,477,88,1
2696,OO,6390,BOI,SFO,3,477,112,1
2697,OO,6698,PDX,DEN,3,477,145,0
2698,OO,6818,ORD,CID,3,477,56,1
2699,UA,604,ORD,DCA,3,477,111,0
2700,XE,5994,BNA,ORD,3,477,107,1
2701,CO,332,IAH,LGA,3,478,206,1
2702,AA,1777,JFK,MCO,3,479,180,0
2703,AA,2029,LGA,MIA,3,479,195,0
2704,AA,309,LGA,ORD,3,479,165,0
2705,DL,2739,DCA,ATL,3,479,127,1
2706,MQ,4406,JFK,RDU,3,479,111,0
2707,UA,537,BOS,SFO,3,479,410,0
2708,XE,2470,IAH,MSP,3,479,168,0
2709,XE,2510,CLE,MHT,3,479,92,0
2710,XE,2871,EWR,GSO,3,479,114,1
2711,9E,3710,SBN,DTW,3,480,70,1
2712,9E,3987,TYS,MEM,3,480,89,0
2713,9E,3992,LEX,MEM,3,480,85,0
2714,9E,4161,IND,MEM,3,480,88,0
2715,9E,4230,FWA,DTW,3,480,64,0
2716,9E,4322,BNA,MSP,3,480,144,1
2717,AA,1048,ORD,MIA,3,480,185,1
2718,AA,1054,MIA,DCA,3,480,140,0
2719,AA,1056,DFW,STL,3,480,95,0
2720,AA,1106,DFW,BOS,3,480,210,1
2721,AA,1234,MIA,TPA,3,480,55,0
2722,AA,2028,STL,LGA,3,480,140,1
2723,AS,182,FAI,ANC,3,480,63,0
2724,AS,1,DCA,SEA,3,480,360,0
2725,AS,21,ORD,SEA,3,480,280,1
2726,AS,224,PDX,SFO,3,480,117,0
2727,AS,258,SEA,LAX,3,480,155,0
2728,AS,517,SNA,SEA,3,480,173,0
2729,AS,677,DEN,SEA,3,480,175,0
2730,AS,689,AUS,SJC,3,480,236,0
2731,AS,83,SEA,ANC,3,480,220,1
2732,B6,1223,BOS,RDU,3,480,125,1
2733,B6,559,HPN,TPA,3,480,174,0
2734,B6,611,JFK,JAX,3,480,154,1
2735,CO,1175,EWR,ORD,3,480,170,1
2736,CO,1700,FLL,EWR,3,480,165,0
2737,CO,659,DCA,IAH,3,480,208,0
2738,CO,769,LAS,EWR,3,480,287,1
2739,DL,1077,EWR,MSP,3,480,196,0
2740,DL,1156,MDW,ATL,3,480,114,0
2741,DL,1440,RSW,ATL,3,480,114,1
2742,DL,1524,SAT,ATL,3,480,139,1
2743,DL,1888,LAS,MEM,3,480,190,0
2744,DL,201,ATL,MCO,3,480,86,0
2745,DL,2047,LGA,ATL,3,480,161,0
2746,DL,2105,TPA,MSP,3,480,207,0
2747,DL,2348,BHM,ATL,3,480,67,1
2748,DL,2418,DTW,RSW,3,480,180,0
2749,DL,2577,MSP,FLL,3,480,210,0
2750,DL,2584,STL,SLC,3,480,202,0
2751,DL,2662,LAX,JFK,3,480,325,1
2752,DL,2666,MCO,DCA,3,480,119,0
2753,EV,4952,EYW,ATL,3,480,123,1
2754,FL,1001,MCO,MDT,3,480,138,0
2755,FL,1049,DCA,RSW,3,480,166,0
2756,FL,1096,MCO,IND,3,480,140,0
2757,FL,134,TPA,ATL,3,480,100,0
2758,FL,782,LGA,PHF,3,480,81,1
2759,FL,854,MCO,ATL,3,480,94,0
2760,HA,10,HNL,LAX,3,480,325,1
2761,HA,116,HNL,OGG,3,480,37,0
2762,HA,35,PHX,HNL,3,480,400,1
2763,MQ,3118,RNO,LAX,3,480,105,0
2764,MQ,3233,DFW,CRP,3,480,80,1
2765,MQ,3358,XNA,DFW,3,480,75,0
2766,MQ,3753,MSP,ORD,3,480,95,1
2767,MQ,4108,ORD,JAX,3,480,145,0
2768,MQ,4253,ORD,ICT,3,480,115,0
2769,MQ,4354,ORD,AZO,3,480,50,1
2770,MQ,4437,LGA,CMH,3,480,120,0
2771,MQ,4558,LGA,CLE,3,480,110,0
2772,OH,6569,MSN,CVG,3,480,89,0
2773,OO,4574,LAS,SLC,3,480,88,0
2774,OO,4866,MKE,CVG,3,480,75,1
2775,OO,6638,RKS,DEN,3,480,85,0
2776,OO,6736,DEN,RAP,3,480,67,0
2777,OO,6767,RAP,DEN,3,480,76,0
2778,OO,7046,DRO,DEN,3,480,76,1
2779,UA,17,GRR,ORD,3,480,62,0
2780,UA,316,SNA,DEN,3,480,152,0
2781,UA,361,LGA,DEN,3,480,276,0
2782,UA,672,ORD,LGA,3,480,132,1
2783,UA,920,IAH,ORD,3,480,154,0
2784,US,1050,CLT,LGA,3,480,104,1
2785,US,1101,BOS,CLT,3,480,150,0
2786,US,1249,CLT,JAX,3,480,82,0
2787,US,1783,CLT,LAS,3,480,301,0
2788,US,1904,CLT,PIT,3,480,85,0
2789,US,1920,RSW,PHL,3,480,155,0
2790,US,1967,PWM,CLT,3,480,161,1
2791,US,1983,CLT,ATL,3,480,90,0
2792,US,2025,BOS,DCA,3,480,94,0
2793,US,2118,LGA,BOS,3,480,64,0
2794,US,2119,BOS,LGA,3,480,75,1
2795,US,2162,DCA,LGA,3,480,74,1
2796,US,2165,LGA,DCA,3,480,72,1
2797,US,254,PHX,PHL,3,480,263,1
2798,US,343,IAH,PHX,3,480,186,0
2799,US,540,PHX,DFW,3,480,138,0
2800,US,71,DEN,PHX,3,480,135,0
2801,US,987,PHL,MCO,3,480,163,0
2802,US,989,CLT,FLL,3,480,119,0
2803,WN,1142,MSY,BWI,3,480,140,0
2804,WN,1147,SJC,PDX,3,480,110,0
2805,WN,11,MAF,DAL,3,480,70,0
2806,WN,1687,DEN,SLC,3,480,90,0
2807,WN,1772,SAN,TUS,3,480,70,0
2808,WN,1847,MDW,BNA,3,480,85,0
2809,WN,1949,TPA,BHM,3,480,85,0
2810,WN,2291,LAS,RNO,3,480,75,0
2811,WN,2442,AUS,LAX,3,480,205,1
2812,WN,2461,PHL,DEN,3,480,285,1
2813,WN,2660,TUS,LAX,3,480,90,0
2814,WN,2898,PHX,ABQ,3,480,65,0
2815,WN,2970,MDW,LAS,3,480,255,1
2816,WN,2984,LAX,SJC,3,480,65,0
2817,WN,3054,FLL,BWI,3,480,150,1
2818,WN,326,LAS,BNA,3,480,210,1
2819,WN,3501,MSP,MDW,3,480,95,0
2820,WN,3836,DTW,MDW,3,480,75,1
2821,WN,5,DAL,HOU,3,480,60,1
2822,WN,636,BWI,ISP,3,480,65,1
2823,WN,637,SJC,PHX,3,480,105,0
2824,WN,863,HOU,OKC,3,480,80,0
2825,WN,899,MCO,LAS,3,480,325,0
2826,WN,8,HOU,DAL,3,480,55,0
2827,WN,928,CMH,LAS,3,480,280,1
2828,WN,998,LAX,OAK,3,480,80,1
2829,XE,2189,IAH,DAL,3,480,63,1
2830,XE,2352,EWR,OMA,3,480,211,0
2831,XE,2579,IAH,SAT,3,480,59,1
2832,XE,2586,IAH,IND,3,480,133,1
2833,XE,2726,ATL,EWR,3,480,123,1
2834,YV,1002,OGG,HNL,3,480,32,0
2835,YV,2932,TUS,PHX,3,480,54,0
2836,EV,7135,IAD,CHS,3,481,101,0
2837,OO,6651,LAX,RNO,3,481,85,0
2838,UA,236,LAS,IAD,3,481,269,0
2839,XE,5935,ORD,GRB,3,481,48,1
2840,B6,140,PBI,JFK,3,482,148,0
2841,B6,232,LGB,SLC,3,482,103,0
2842,B6,575,SWF,MCO,3,482,176,0
2843,UA,635,ORD,SEA,3,482,275,1
2844,UA,885,LAS,SFO,3,482,108,0
2845,XE,2887,EWR,BWI,3,482,76,0
2846,EV,7076,IAD,SAV,3,483,105,1
2847,OO,6630,LAX,CLD,3,483,43,0
2848,OO,6745,BUR,DEN,3,483,136,0
2849,OO,6958,ORD,MKG,3,483,51,0
2850,EV,5067,BNA,ATL,3,484,81,0
2851,FL,783,PHF,LGA,3,484,80,1
2852,OO,6826,SFO,ONT,3,484,74,0
2853,UA,157,SAN,SFO,3,484,104,0
2854,XE,5905,ORD,MSN,3,484,48,0
2855,AA,1237,PHX,DFW,3,485,135,0
2856,AA,1821,MIA,LAS,3,485,330,0
2857,AA,1857,BWI,SJU,3,485,225,0
2858,AA,2305,ORD,DFW,3,485,150,1
2859,AA,258,LAS,JFK,3,485,300,0
2860,AA,717,LGA,DFW,3,485,250,0
2861,AA,849,MIA,SFO,3,485,380,1
2862,AS,62,ANC,JNU,3,485,101,0
2863,B6,109,BUF,JFK,3,485,84,0
2864,B6,1,JFK,FLL,3,485,187,1
2865,B6,520,MCO,EWR,3,485,145,0
2866,CO,1827,SAN,EWR,3,485,325,1
2867,CO,363,PHX,CLE,3,485,225,0
2868,DL,1499,BDL,FLL,3,485,196,1
2869,DL,1500,MCI,DTW,3,485,115,0
2870,DL,1610,DEN,DTW,3,485,169,0
2871,DL,1994,PHX,JFK,3,485,279,0
2872,DL,2073,CMH,ATL,3,485,100,1
2873,DL,2119,LGA,MSP,3,485,192,0
2874,DL,2635,IND,ATL,3,485,108,0
2875,F9,454,MKE,LGA,3,485,134,1
2876,FL,261,MKE,DCA,3,485,115,0
2877,HA,509,HNL,LIH,3,485,37,0
2878,MQ,2916,DFW,VPS,3,485,110,0
2879,MQ,3815,ORD,DEN,3,485,160,0
2880,MQ,3932,SGF,ORD,3,485,95,0
2881,MQ,4206,CMI,ORD,3,485,65,0
2882,OH,6692,IAH,JFK,3,485,214,0
2883,OO,6583,DEN,COS,3,485,32,0
2884,OO,7764,SLC,PIH,3,485,67,1
2885,OO,7767,RKS,SLC,3,485,65,0
2886,UA,761,ORD,SFO,3,485,285,1
2887,UA,782,ABQ,IAD,3,485,223,0
2888,WN,1107,STL,MCO,3,485,140,1
2889,WN,1199,HOU,MSY,3,485,60,0
2890,WN,1839,MDW,PHX,3,485,245,0
2891,WN,2004,MCO,BWI,3,485,130,0
2892,WN,2030,RDU,TPA,3,485,115,0
2893,WN,2698,BDL,FLL,3,485,195,1
2894,WN,3494,LAX,SLC,3,485,105,0
2895,WN,350,MDW,MCO,3,485,155,1
2896,WN,3771,DEN,MDW,3,485,135,0
2897,WN,3843,SMF,BUR,3,485,70,0
2898,WN,422,MHT,BWI,3,485,100,0
2899,WN,817,BUR,SJC,3,485,65,1
2900,WN,831,MDW,SAT,3,485,185,1
2901,WN,907,OKC,DAL,3,485,55,0
2902,WN,912,SNA,DEN,3,485,140,1
2903,WN,967,FLL,MSY,3,485,130,0
2904,WN,997,SAN,PHX,3,485,70,1
2905,XE,2373,IAH,AUS,3,485,53,1
2906,XE,2679,EWR,JAX,3,485,154,1
2907,XE,5936,ORD,ATW,3,485,50,1
2908,EV,7067,MHT,IAD,3,486,110,0
2909,OO,6509,TUS,LAX,3,486,95,1
2910,UA,667,LGA,ORD,3,486,157,0
2911,DL,14,LAS,ATL,3,487,223,0
2912,EV,5062,ATL,GSO,3,487,73,1
2913,UA,744,DEN,BOS,3,487,227,0
2914,XE,2082,CLE,DCA,3,487,72,0
2915,XE,2971,EWR,CLT,3,487,137,1
2916,UA,738,DEN,MCO,3,488,213,0
2917,B6,553,EWR,RSW,3,489,195,0
2918,UA,489,CVG,ORD,3,489,83,0
2919,AA,1098,TUS,DFW,3,490,130,1
2920,AA,1356,MSY,DFW,3,490,105,0
2921,AA,2258,DFW,PIT,3,490,150,0
2922,AA,2463,ORD,MCI,3,490,90,0
2923,AA,2545,OMA,DFW,3,490,130,1
2924,AA,299,MIA,LAX,3,490,350,1
2925,B6,1051,JFK,PIT,3,490,97,0
2926,B6,219,JFK,CLT,3,490,121,0
2927,DL,1884,TPA,CVG,3,490,133,0
2928,DL,2699,BOS,MSP,3,490,202,1
2929,DL,269,JFK,MIA,3,490,200,0
2930,EV,5109,BTR,ATL,3,490,98,0
2931,EV,5132,ATL,AGS,3,490,55,0
2932,FL,8,SJU,MCO,3,490,197,0
2933,HA,6,HNL,LAS,3,490,345,0
2934,MQ,2953,AMA,DFW,3,490,70,0
2935,MQ,3289,DFW,PNS,3,490,105,1
2936,MQ,4119,ORD,LIT,3,490,115,0
2937,MQ,4238,CMH,ORD,3,490,95,0
2938,MQ,4282,ORD,BDL,3,490,130,0
2939,MQ,4616,RDU,LGA,3,490,90,1
2940,OH,6657,JFK,MSP,3,490,210,0
2941,OO,4601,IDA,SLC,3,490,56,1
2942,OO,6593,DEN,BIL,3,490,95,0
2943,OO,6710,SLC,ORD,3,490,188,1
2944,OO,6812,ORD,SPI,3,490,51,1
2945,OO,7759,EKO,SLC,3,490,78,1
2946,UA,243,DEN,LAS,3,490,123,0
2947,UA,7,JFK,SFO,3,490,404,0
2948,US,1515,SYR,CLT,3,490,137,0
2949,US,815,PVD,CLT,3,490,142,0
2950,WN,1061,ABQ,LAX,3,490,125,0
2951,WN,1156,OAK,SNA,3,490,80,0
2952,WN,1253,TPA,PBI,3,490,55,0
2953,WN,1325,IND,MCO,3,490,140,0
2954,WN,1537,SEA,GEG,3,490,60,0
2955,WN,1669,ABQ,PHX,3,490,75,0
2956,WN,1980,JAX,BWI,3,490,110,0
2957,WN,2027,PHX,HOU,3,490,145,1
2958,WN,2113,PHL,BOS,3,490,90,0
2959,WN,2356,ABQ,OAK,3,490,155,1
2960,WN,249,LAX,SAT,3,490,165,1
2961,WN,2539,AUS,BNA,3,490,115,0
2962,WN,2552,LAS,HOU,3,490,170,1
2963,WN,2655,LAS,BUR,3,490,65,0
2964,WN,3077,SNA,OAK,3,490,80,1
2965,WN,3832,BWI,BDL,3,490,70,1
2966,WN,40,CMH,BWI,3,490,70,0
2967,WN,452,DAL,AUS,3,490,55,1
2968,WN,606,RDU,PHL,3,490,80,1
2969,WN,607,MCO,ORF,3,490,110,0
2970,WN,609,PHX,LAX,3,490,85,0
2971,WN,647,DEN,TUL,3,490,90,1
2972,WN,897,SNA,SJC,3,490,80,1
2973,XE,2056,IAH,MCI,3,490,113,1
2974,XE,2432,IAH,PBI,3,490,144,1
2975,F9,179,DEN,TUS,3,491,114,1
2976,UA,221,ORD,IAH,3,491,164,0
2977,XE,5915,ORD,FAR,3,491,113,0
2978,XE,5983,IAD,CAE,3,491,85,0
2979,OO,6982,DEN,CPR,3,492,57,0
2980,UA,418,SAN,DEN,3,492,148,0
2981,UA,491,DEN,PHX,3,492,129,0
2982,UA,579,DSM,DEN,3,492,123,0
2983,UA,988,DEN,LAX,3,492,154,0
2984,XE,2435,IAH,JAX,3,492,116,0
2985,YV,7301,MCI,IAD,3,492,141,0
2986,F9,765,DEN,LAS,3,493,114,1
2987,UA,228,DEN,DFW,3,493,119,0
2988,UA,358,DEN,LGA,3,493,225,0
2989,EV,5275,ATL,JAN,3,494,84,1
2990,UA,869,DEN,SFO,3,494,176,0
2991,XE,5937,ORD,PIA,3,494,49,1
2992,9E,3826,AZO,DTW,3,495,67,0
2993,9E,4148,BNA,CVG,3,495,73,1
2994,9E,4153,MBS,DTW,3,495,59,0
2995,9E,4212,LAN,DTW,3,495,63,0
2996,AA,114,LAX,EWR,3,495,325,1
2997,AA,1173,STL,DFW,3,495,115,1
2998,AA,1201,SNA,ORD,3,495,235,1
2999,AA,1486,LAS,DFW,3,495,160,0
3000,AA,1572,DFW,IAD,3,495,165,0
3001,AA,1695,DFW,PHX,3,495,155,0
3002,AA,1916,DFW,BDL,3,495,190,0
3003,AA,2057,ORD,SJU,3,495,270,1
3004,AA,2422,LAX,DFW,3,495,180,0
3005,AA,2585,BOS,MIA,3,495,220,0
3006,AA,392,ORD,LGA,3,495,120,1
3007,AA,39,SFO,HNL,3,495,345,1
3008,AA,708,DFW,LGA,3,495,195,1
3009,AS,17,MIA,SEA,3,495,400,1
3010,AS,451,LAX,SEA,3,495,170,0
3011,CO,166,SEA,IAH,3,495,247,1
3012,CO,1729,TUS,IAH,3,495,142,1
3013,DL,1005,ATL,DTW,3,495,125,1
3014,DL,1078,LGA,MSY,3,495,220,0
3015,DL,1581,TUS,ATL,3,495,205,1
3016,DL,1741,CVG,SLC,3,495,251,0
3017,DL,1859,JFK,ATL,3,495,163,0
3018,DL,1959,JFK,MCO,3,495,188,0
3019,DL,1987,PHL,MSP,3,495,198,0
3020,DL,2007,CLT,MSP,3,495,180,0
3021,DL,2259,BDL,MSP,3,495,190,0
3022,DL,2510,DFW,ATL,3,495,125,1
3023,DL,577,JFK,SJU,3,495,244,0
3024,EV,7111,IAD,JFK,3,495,75,1
3025,F9,320,MKE,DCA,3,495,110,0
3026,F9,847,DEN,SEA,3,495,176,1
3027,FL,435,SEA,MKE,3,495,235,0
3028,FL,501,MKE,LGA,3,495,124,0
3029,FL,773,LAS,ATL,3,495,230,0
3030,MQ,3264,DFW,XNA,3,495,65,1
3031,MQ,3311,DFW,SPS,3,495,50,1
3032,MQ,3373,CRP,DFW,3,495,80,0
3033,MQ,3844,ORD,ATL,3,495,120,0
3034,MQ,4665,LGA,ATL,3,495,165,1
3035,OH,6293,JFK,ORF,3,495,102,0
3036,OH,6402,JFK,BOS,3,495,88,0
3037,OH,6769,GSO,ATL,3,495,108,1
3038,OO,4800,LAX,SAN,3,495,46,1
3039,OO,6268,SFO,TUS,3,495,117,0
3040,OO,6447,HSV,DEN,3,495,197,0
3041,OO,6673,SFO,MRY,3,495,43,0
3042,OO,7801,SLC,TWF,3,495,60,1
3043,UA,425,IAD,SAT,3,495,239,0
3044,UA,471,DEN,SAN,3,495,148,1
3045,US,1021,LGA,CLT,3,495,127,1
3046,US,1112,PHL,BOS,3,495,85,1
3047,US,1226,EWR,CLT,3,495,125,1
3048,US,1495,ALB,CLT,3,495,144,0
3049,WN,1044,PIT,LAS,3,495,310,1
3050,WN,1070,BNA,STL,3,495,70,0
3051,WN,1103,PHX,LAS,3,495,65,1
3052,WN,1154,SAN,SFO,3,495,100,0
3053,WN,117,TUS,SAN,3,495,75,1
3054,WN,127,FLL,MDW,3,495,195,0
3055,WN,1426,DAL,LBB,3,495,65,1
3056,WN,1642,ELP,HOU,3,495,105,0
3057,WN,1678,BOS,DEN,3,495,295,1
3058,WN,1715,SLC,BOI,3,495,70,0
3059,WN,2095,DAL,LIT,3,495,60,0
3060,WN,2102,SJC,SNA,3,495,75,0
3061,WN,219,LAS,MDW,3,495,215,1
3062,WN,226,MCO,PHL,3,495,145,1
3063,WN,351,BUF,LAS,3,495,310,1
3064,WN,3595,PVD,FLL,3,495,205,0
3065,WN,3768,ONT,OAK,3,495,75,0
3066,WN,554,RSW,MDW,3,495,180,0
3067,WN,756,MCI,DAL,3,495,95,0
3068,WN,781,SMF,ONT,3,495,75,0
3069,XE,2234,EWR,DAY,3,495,122,1
3070,YV,7235,IAD,ALB,3,495,70,1
3071,OO,6443,ORD,OKC,3,496,130,1
3072,OO,6518,ORD,ICT,3,496,114,1
3073,OO,6935,ACV,CEC,3,496,27,0
3074,OO,6965,ORD,AUS,3,496,165,1
3075,EV,7136,IAD,LGA,3,497,75,1
3076,F9,772,LAS,DEN,3,497,108,0
3077,OO,6886,GJT,DEN,3,497,59,0
3078,OO,7034,MCI,SFO,3,497,238,1
3079,UA,201,IAD,SEA,3,497,358,1
3080,UA,568,ORD,SJU,3,497,275,0
3081,UA,796,IAD,LAS,3,497,319,0
3082,EV,5399,ATL,DSM,3,498,136,0
3083,HA,342,HNL,ITO,3,498,50,0
3084,OH,6405,ATL,CHS,3,498,77,1
3085,UA,699,IAD,SJU,3,498,222,0
3086,XE,2254,IAH,BTR,3,498,61,1
3087,EV,4970,ATL,GSP,3,499,57,1
3088,UA,379,IAD,MCO,3,499,147,0
3089,UA,977,IAD,DEN,3,499,255,1
3090,XE,5933,ORD,LIT,3,499,107,1
3091,AA,1132,SMF,DFW,3,500,200,0
3092,AA,1205,PHL,DFW,3,500,240,0
3093,AA,1216,SAT,DFW,3,500,70,0
3094,AA,1303,TPA,DFW,3,500,170,0
3095,AA,1381,ATL,DFW,3,500,155,1
3096,AA,1425,ORD,SNA,3,500,265,0
3097,AA,1646,TUL,DFW,3,500,80,1
3098,AA,1678,DFW,BWI,3,500,170,0
3099,AA,2041,DCA,MIA,3,500,165,1
